computer 1,computer 2
273.30000001192093,149.69999998807907
209.80000001192093,162.7000000178814
182.59999999403954,142.90000000596046
177,127.30000001192093
169.40000000596046,141.19999998807907
161.09999999403954,133.90000000596046
163,126.80000001192093
153.69999998807907,152.7000000178814
154,130.09999999403954
167.90000000596046,139.09999999403954
164.39999997615814,139.7999999821186
175.40000000596046,130.5
169,134.80000001192093
177.5,156
205.2000000178814,127
174.30000001192093,320.40000000596046
183.09999999403954,162.69999998807907
212.59999999403954,129.80000001192093
179,181
164.59999999403954,124.59999999403954
172.90000000596046,136
186.40000000596046,129.09999999403954
165.89999997615814,139.90000000596046
166.80000001192093,125.69999998807907
156.40000000596046,142.80000001192093
174.90000000596046,157.69999998807907
179.09999999403954,136.30000001192093
185,134.40000000596046
184.5,143.39999997615814
165.90000000596046,133.5
163.60000002384186,131.09999999403954
160.09999999403954,140.19999998807907
168,145.10000002384186
234.39999997615814,153.40000000596046
172.90000000596046,140
176.40000000596046,173.80000001192093
226.7999999821186,134
176.2000000178814,123.7999999821186
168.2000000178814,151.59999999403954
167.40000000596046,126.5
164.59999999403954,149.5
185.40000000596046,146.69999998807907
162.80000001192093,124.69999998807907
152.40000000596046,121
164.80000001192093,123.59999999403954
164.09999999403954,142.19999998807907
193.5,136
157,129.19999998807907
156.40000000596046,121.59999999403954
166.30000001192093,135.90000000596046
172.7999999821186,137.09999999403954
176.09999999403954,137.69999998807907
162,135.59999999403954
179.59999999403954,134.19999998807907
159.69999998807907,135.59999999403954
159.90000000596046,138.09999999403954
172.69999998807907,130.40000000596046
152.40000000596046,160.90000000596046
159,135.39999997615814
190.30000001192093,131.40000000596046
163.80000001192093,140.09999999403954
165.69999998807907,132.5
168.59999999403954,144.2000000178814
160.59999999403954,134.30000001192093
165.2999999821186,130.40000000596046
177.2000000178814,131.7999999821186
154.30000001192093,162.30000001192093
234.90000000596046,128.89999997615814
185.80000001192093,144
168.5,153.90000000596046
257.09999999403954,142.40000000596046
155.40000000596046,138.69999998807907
155.90000000596046,136.30000001192093
169.69999998807907,143.90000000596046
169.7000000178814,135.59999999403954
160.59999999403954,130.7000000178814
170.59999999403954,137.19999998807907
159.5,137.5
168.59999999403954,140
246.09999999403954,176.7999999821186
183.2000000178814,149.40000000596046
230.69999998807907,225.40000000596046
166.80000001192093,140.5
160.69999998807907,132
165,149.10000002384186
164.89999997615814,133.40000000596046
166.2000000178814,124.7999999821186
155.40000000596046,124.90000000596046
165.09999999403954,133.09999999403954
171.40000000596046,136.7000000178814
169.09999999403954,129
165.80000001192093,151.09999999403954
181.30000001192093,131.40000000596046
169.39999997615814,138.40000000596046
165.7000000178814,142.19999998807907
160.7000000178814,144.90000000596046
159.09999999403954,130.90000000596046
161.19999998807907,119.90000000596046
165,126.09999999403954
152.30000001192093,125.40000000596046
179.09999999403954,129
173.40000000596046,127.2999999821186
160.09999999403954,135.30000001192093
177.09999999403954,136.59999999403954
151.90000000596046,120.90000000596046
161.30000001192093,127.59999999403954
164.90000000596046,142.59999999403954
154.09999999403954,141.7000000178814
169.69999998807907,129.80000001192093
163.40000000596046,143.19999998807907
175.2999999821186,129.40000000596046
171.40000000596046,133.69999998807907
174.30000001192093,124.90000000596046
165,126.7999999821186
160.10000002384186,130.2999999821186
173.40000000596046,140.30000001192093
172.09999999403954,131.40000000596046
170.09999999403954,129.5
157.19999998807907,129
158.59999999403954,127.7999999821186
173.60000002384186,125.19999998807907
163.40000000596046,134.40000000596046
183.7999999821186,140
162.30000001192093,131.5
164.2999999821186,131.7000000178814
164.40000000596046,143.2999999821186
